0,1,2,3,Total
0,0,0,0,0.0
0,0,0,0,0.0
TPS 001,0,0,0,0.0
TPS 002,29,102,35,166.0
TPS 003,27,143,35,205.0
TPS 004,18,101,50,169.0
TPS 005,16,93,17,126.0
TPS 006,23,193,28,244.0
TPS 007,0,0,0,0.0
TPS 008,44,127,34,205.0
TPS 009,0,0,0,0.0
TPS 010,43,280,31,354.0
