0,1,2,3,Total
0,0,0,0,0.0
0,0,0,0,0.0
TPS 001,5,145,48,198.0
TPS 002,0,0,0,0.0
TPS 003,0,0,0,0.0
TPS 004,9,144,18,171.0
TPS 005,13,156,26,195.0
TPS 006,0,0,0,0.0
TPS 007,2,126,29,157.0
TPS 008,8,110,18,136.0
TPS 009,0,0,0,0.0
TPS 010,15,187,33,235.0
TPS 011,21,139,48,208.0
TPS 012,0,0,0,0.0
TPS 013,0,0,0,0.0
TPS 014,0,0,0,0.0
TPS 015,0,0,0,0.0
TPS 016,323,233,111,667.0
TPS 017,0,0,0,0.0
TPS 018,0,0,0,0.0
TPS 019,0,0,0,0.0
TPS 020,0,0,0,0.0
TPS 021,0,0,0,0.0
