0,1,2,3,Total
0,0,0,0,0.0
0,0,0,0,0.0
TPS 001,832,445,842,2119.0
TPS 002,30,132,41,203.0
TPS 003,36,103,42,181.0
TPS 004,12,135,49,196.0
TPS 005,0,0,0,0.0
TPS 006,0,0,0,0.0
